egoid,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1,yourelig_7,yourelig_8
65656,,,,,,,,,,,,,,,,,,,Living together,50.0,49.0,,,,,4.0,0.0,4.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
30610,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,Living together,50.0,40.0,,,,,0.0,1.0,1.0,No,first born,"less than $25,000",Did not graduate from high school,Did not graduate from high school,Both no college,,,,,,,,,,,,,,,,,,Other Religion,Other Religion,,,
36117,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,50.0,54.0,,,,,0.0,0.0,0.0,No,only child,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
82587,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,46.0,44.0,,,,,0.0,0.0,0.0,No,only child,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,Catholic,Protestant,Protestant,Protestant
14690,,,,,,,,,,,1.0,,,,,1.0,1.0,,Living together,48.0,50.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Protestant,,
40569,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,Living together,51.0,49.0,,,,,2.0,0.0,2.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,High school graduate,1 parent no college,,,,,,1.0,,,,1.0,,,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic,,
97021,1.0,1.0,,1.0,,,,,,,,,,,,,,,Living together,52.0,53.0,,,,,2.0,1.0,3.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
26320,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,Living together,49.0,54.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
77532,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,45.0,46.0,,,,,2.0,0.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,1.0,,,,,,,,,1.0,1.0,1.0,Black,White,Parents different race,Protestant,Protestant,Protestant,Protestant,Protestant
92515,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,Living together,54.0,52.0,,,,,1.0,0.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,No Religion,Catholic
97844,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,Living together,51.0,50.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,1.0,,,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic,,Catholic
81647,,,,,,,,,,,,,,,,,,,Living together,45.0,45.0,,,,,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
33127,,,,,,,,,,,,,,,,,,,Living together,52.0,47.0,,,,,1.0,1.0,2.0,No,third born,"$75,000 - $99,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
45958,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,53.0,46.0,,,,,1.0,1.0,2.0,No,second born,"$200,000 - $249,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
49790,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,Living together,48.0,49.0,,,,,2.0,1.0,3.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
74251,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,Living together,48.0,47.0,,,,,2.0,1.0,3.0,No,first born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic,,
28326,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,Living together,56.0,54.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
20507,,,,,,,,,,,,,,,,,,,Living together,50.0,47.0,,,,,0.0,1.0,1.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
71592,,,,,,,,,,,1.0,,,,1.0,,,,Living together,51.0,54.0,,,,,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,No Religion,,
15181,,,,,1.0,,,,,,1.0,,,,1.0,,,,Living together,47.0,47.0,,,,,0.0,2.0,2.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
70209,,,,,,,,1.0,,,1.0,,1.0,,,,,,Divorced or living apart,,59.0,,,,,1.0,1.0,2.0,No,third born,"less than $25,000",Postsecondary school  or some college,,,,,,1.0,,,,,,,,,,1.0,Latino,,,Catholic,,Catholic,,
78657,,,,1.0,,,,,,,,,1.0,,,,,,Living together,52.0,51.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
21887,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,Living together,47.0,46.0,,,,,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
48154,,,,,,,,,,,,,,,,,,,Living together,48.0,49.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion,Other Religion,Other Religion
92953,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,Divorced or living apart,53.0,51.0,,,,,2.0,1.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
90192,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,50.0,47.0,,,,,0.0,0.0,0.0,No,only child,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Other Religion,Other Religion,No Religion,,
51495,1.0,,,,,,,,,,,,,,,,,,Living together,46.0,44.0,,,,,4.0,0.0,4.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
34344,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,46.0,46.0,,,,,1.0,1.0,2.0,No,first born,"less than $25,000",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
21793,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,Living together,55.0,54.0,,,,,2.0,2.0,4.0,No,fiifth born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
37218,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,60.0,55.0,,,,,0.0,1.0,1.0,No,first born,"$75,000 - $99,999",High school graduate,High school graduate,Both no college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,No Religion,,
17932,,,,,,,,,,,,,,,,,,,Living together,53.0,53.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
95026,,,,,,,,,,,1.0,,,,,1.0,,1.0,Living together,52.0,53.0,,,,,2.0,0.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Catholic,No Religion,,
66800,1.0,,,1.0,,,,,,,,,,,,,1.0,,Living together,50.0,50.0,,,,,0.0,2.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
73693,1.0,,,,,,,,,,,,,,1.0,,,,Living together,51.0,50.0,,,,,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
80429,,,,,,,,,,,,,,,1.0,,1.0,,Living together,50.0,50.0,,,,,2.0,1.0,3.0,No,third born,,College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
75149,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,55.0,51.0,,,,,1.0,1.0,2.0,No,first born,"less than $25,000",Graduate or professional degree,Did not graduate from high school,1 parent no college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Catholic,Protestant,No Religion,,Other Religion
61659,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,45.0,46.0,,,,,0.0,0.0,0.0,No,only child,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,Other Religion,,
81420,1.0,,,,,,,,,,1.0,,,,1.0,,,,Living together,49.0,49.0,,,,,0.0,2.0,2.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
33740,,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,Divorced or living apart,,51.0,,,,,3.0,1.0,4.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,No Religion,No Religion
37979,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,Divorced or living apart,60.0,49.0,,,,,2.0,0.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
87192,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,Living together,63.0,59.0,,,,,0.0,0.0,0.0,No,only child,"$75,000 - $99,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic,,
67709,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,45.0,46.0,,,,,0.0,1.0,1.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,No Religion,No Religion,No Religion,No Religion,No Religion
36552,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,Living together,50.0,47.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
14301,,,,,,,,,,,,,,,,,,,Divorced or living apart,48.0,50.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
36384,,,,,,,,,,,,,,,,,,,Living together,46.0,46.0,,,,,2.0,1.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
63138,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,Living together,54.0,54.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion,Other Religion,Other Religion
51298,1.0,,,,,,,,,,,,1.0,,1.0,,,,Living together,49.0,48.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
74632,,,1.0,,,,,,,,1.0,,,,,,,,Living together,50.0,51.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,Protestant
16654,,,,,,1.0,,,,,,,,,,,,,Living together,50.0,47.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
54394,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,66.0,68.0,,,,,0.0,1.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Catholic,Catholic,,
84768,,,,,,,,,,,,,,,1.0,,,,Living together,44.0,49.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,No Religion,,
29134,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,Living together,57.0,52.0,,,,,1.0,0.0,1.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,Catholic,
24029,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,45.0,35.0,,,,,0.0,1.0,1.0,No,first born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Other Religion,Other Religion,Other Religion,Other Religion,
35361,,,,,,,,,,,,,,,,,,,Divorced or living apart,50.0,48.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,Catholic,Catholic,,
87056,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,59.0,52.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
49086,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,Living together,53.0,50.0,,,,,0.0,2.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,No Religion
67917,,,1.0,,,,,,,,,,,,,,,,Living together,52.0,51.0,,,,,1.0,4.0,5.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
85503,,,,,,,,,,,,,,,1.0,,,,Living together,55.0,53.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
60008,,,,,,,,,,,,,,,1.0,,,,Living together,48.0,46.0,,,,,2.0,0.0,2.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
66542,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,Living together,52.0,57.0,,,,,0.0,0.0,0.0,No,only child,"$50,000 - $74,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
55881,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,Living together,53.0,51.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
86265,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,49.0,46.0,,,,,0.0,0.0,0.0,No,only child,"$25,000 - $49,999",High school graduate,College/Univeristy degree,1 parent no college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion,,
10732,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,Living together,53.0,54.0,,,,,2.0,1.0,3.0,No,fourth born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
22119,,,,,,,,,,,1.0,,,,,,,1.0,Living together,54.0,44.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
50797,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,Living together,58.0,57.0,,,,,4.0,1.0,5.0,No,fiifth born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
39564,,,,,,,,,,,,,1.0,,1.0,,,,Living together,59.0,52.0,,,,,1.0,0.0,1.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Catholic,Other Religion,,
39285,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,Living together,50.0,49.0,,,,,0.0,2.0,2.0,Yes,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,No Religion,,
22460,,,,,,,,,,,,,1.0,,1.0,,,,Divorced or living apart,52.0,55.0,,,,,0.0,2.0,2.0,No,second born,"$75,000 - $99,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,No Religion,No Religion,,
25172,,,1.0,,,,,,,,1.0,,,,,,,,Living together,52.0,50.0,,,,,1.0,1.0,2.0,No,second born,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,multiracial,White,1 or both parents multi-racial,Catholic,No Religion,No Religion,,
77134,,1.0,,,,,,,,,,,,,,,,,Living together,49.0,49.0,,,,,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
22143,,1.0,,,,,,,,,,,,,1.0,,,,Living together,53.0,50.0,,,,,1.0,0.0,1.0,No,first born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
93766,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,Living together,46.0,46.0,,,,,1.0,1.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
45097,,,,,,,,,,,1.0,,1.0,,1.0,,,,Divorced or living apart,54.0,51.0,,,,,1.0,0.0,1.0,No,second born,"$50,000 - $74,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
26289,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,49.0,49.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
95490,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,Divorced or living apart,54.0,54.0,,,,,1.0,4.0,5.0,No,fiifth born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,multiracial,Latino,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,
66979,,,,,,,,,,,1.0,,1.0,,,,,,Living together,,,,,,,1.0,1.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Protestant,,
23253,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,50.0,,,,,0.0,1.0,1.0,No,second born,"$75,000 - $99,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,1.0,,,,1.0,,,,,1.0,1.0,Latino,Asian-American,Parents different race,Catholic,Catholic,Catholic,Catholic,Catholic
12900,,,,1.0,1.0,,,,,,,,,,,,,,Living together,53.0,53.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
90079,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Living together,48.0,47.0,,,,,3.0,2.0,5.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
47584,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,Living together,55.0,51.0,,,,,1.0,2.0,3.0,No,third born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
97990,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,45.0,44.0,,,,,,,,No,only child,,College/Univeristy degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion,No Religion,
39248,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,Divorced or living apart,51.0,53.0,,,,,2.0,1.0,3.0,No,fourth born,"$25,000 - $49,999",High school graduate,Graduate or professional degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,No Religion,No Religion,,
29354,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,49.0,49.0,,,,,0.0,2.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,Protestant,,
25743,,,,,,,,,,,,,,,1.0,,1.0,,Divorced or living apart,65.0,63.0,,,,,1.0,2.0,3.0,No,fourth born,"$50,000 - $74,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
