egoid,Extraversion_1,Agreeableness_1,Conscientiousness_1,Neuroticism_1,Openness_1,Extraversion_2,Agreeableness_2,Conscientiousness_2,Neuroticism_2,Openness_2,Extraversion_6,Agreeableness_6,Conscientiousness_6,Neuroticism_6,Openness_6,Extraversion_8,Agreeableness_8,Conscientiousness_8,Neuroticism_8,Openness_8
35361,3.75,2.7777777,3.6666667,3.375,3.0,3.25,2.4444444,3.8888888,3.5,3.8888888,,,,,,,,,,
87056,3.25,2.8888888,2.3333333,4.0,3.8,,,,,,,,,,,,,,,
49086,3.25,4.0,2.7777777,2.25,2.8,3.375,4.0,2.6666667,2.375,3.1111112,3.0,4.5555553,3.2222223,2.5,3.2222223,2.875,3.4444444,3.0,2.125,3.1111112
67917,2.125,3.7777777,3.0,3.0,4.0,,,,,,,,,,,,,,,
85503,2.75,3.5555556,4.1111112,3.875,3.5,3.25,3.0,3.5555556,4.5,4.0,2.875,2.7777777,3.5555556,3.75,3.5555556,2.75,2.5555556,3.0,4.125,3.4444444
60008,2.0,4.3333335,4.0,2.75,3.0999999,2.125,4.0,4.2222223,3.0,3.5555556,2.25,4.0,3.6666667,2.5,3.6666667,,,,,
66542,2.625,3.8888888,3.2222223,2.875,2.8,,,,,,,,,,,,,,,
55881,3.25,3.7777777,3.8888888,2.375,4.0,3.0,3.8888888,4.0,2.0,4.5555553,,,,,,,,,,
86265,2.375,3.5555556,2.6666667,3.5,3.5999999,,,,,,,,,,,,,,,
10732,4.125,4.3333335,4.1111112,3.125,3.3,,,,,,,,,,,,,,,
22119,3.25,3.6666667,3.0,3.0,3.3,,,,,,,,,,,,,,,
50797,1.5,2.5555556,3.5555556,5.0,2.9000001,,,,,,,,,,,,,,,
39564,2.75,3.8888888,3.4444444,2.375,3.2,,,,,,,,,,,,,,,
39285,2.75,3.4444444,2.7777777,2.125,2.5,,,,,,,,,,,,,,,
22460,3.75,3.2222223,2.6666667,2.25,3.9000001,4.25,3.0,2.7777777,2.75,3.8888888,,,,,,,,,,
25172,3.375,3.6666667,4.0,1.75,3.0999999,,,,,,4.0,3.7777777,4.2222223,1.375,4.2222223,,,,,
77134,3.75,3.6666667,3.5555556,3.125,3.3,3.625,3.3333333,4.0,2.375,4.3333335,4.25,3.3333333,3.5555556,2.875,4.3333335,,,,,
22143,4.125,4.0,3.4444444,2.125,3.8,3.0,4.3333335,4.3333335,2.125,4.0,,,,,,,,,,
93766,2.625,3.3333333,3.3333333,3.125,2.9000001,2.0,2.5555556,3.3333333,3.625,3.4444444,,,,,,,,,,
45097,3.75,4.5555553,4.0,3.375,3.9000001,2.75,4.0,4.4444447,4.125,4.3333335,,,,,,,,,,
26289,4.125,3.8888888,3.4444444,2.0,4.0999999,,,,,,,,,,,,,,,
95490,3.5,3.6666667,3.0,2.0,2.9000001,4.375,3.5555556,2.8888888,2.0,2.8888888,4.625,4.0,2.8888888,2.5,2.8888888,,,,,
66979,4.125,2.6666667,2.1111112,3.375,3.9000001,3.375,3.4444444,1.6666666,4.25,4.2222223,,,,,,,,,,
23253,2.875,3.4444444,3.5555556,3.625,3.2,,,,,,2.875,3.8888888,3.5555556,3.25,3.7777777,3.25,3.5555556,3.4444444,3.0,3.7777777
12900,4.25,3.8888888,3.8888888,2.25,2.7,,,,,,,,,,,,,,,
90079,3.75,3.5555556,3.4444444,3.0,3.8,3.0,3.1111112,3.0,3.75,3.7777777,2.625,2.6666667,4.0,3.125,3.3333333,,,,,
47584,3.25,3.0,2.4444444,4.0,2.9000001,,,,,,3.875,3.4444444,3.4444444,2.5,3.7777777,3.75,2.2222223,3.7777777,3.125,3.5555556
97990,3.125,4.2222223,3.3333333,2.375,3.3,3.0,4.0,2.8888888,2.25,3.5555556,2.625,4.1111112,3.1111112,3.0,3.7777777,,,,,
39248,5.0,4.8888888,3.1111112,2.125,4.1999998,,,,,,,,,,,,,,,
29354,4.5,5.0,4.5555553,1.5,3.8,,,,,,,,,,,,,,,
25743,2.5,2.7777777,3.2222223,4.25,3.0999999,,,,,,,,,,,,,,,
91429,2.875,3.3333333,3.5555556,3.875,3.2,3.125,3.5555556,4.2222223,3.75,3.6666667,3.0,3.6666667,4.6666665,4.0,4.2222223,3.25,3.8888888,3.6666667,3.375,3.6666667
82269,3.5,3.4444444,3.8888888,2.0,2.5,3.875,3.3333333,3.8888888,2.375,2.5555556,3.625,3.5555556,3.5555556,2.75,2.1111112,,,,,
22842,2.625,3.6666667,2.6666667,3.0,3.3,2.625,3.6666667,3.0,3.625,3.6666667,2.375,3.5555556,2.7777777,3.0,3.4444444,2.5,3.5555556,2.8888888,3.5,3.4444444
31311,3.75,3.4444444,2.6666667,4.375,3.7,3.0,3.3333333,2.7777777,3.625,3.3333333,,,,,,,,,,
32423,4.125,3.7777777,3.5555556,2.875,3.0999999,,,,,,,,,,,,,,,
33084,3.25,4.5555553,4.1111112,2.25,3.4000001,3.0,3.8888888,3.5555556,2.75,3.6666667,,,,,,,,,,
14279,2.875,2.6666667,4.5555553,2.5,2.2,2.75,2.4444444,4.5555553,2.0,2.2222223,2.125,2.7777777,4.3333335,3.75,1.8888888,3.75,2.6666667,4.6666665,2.375,2.8888888
91932,3.375,3.8888888,4.3333335,2.125,3.2,2.625,3.7777777,4.2222223,2.5,3.4444444,,,,,,,,,,
32404,3.875,3.3333333,3.5555556,2.625,2.8,3.375,3.5555556,3.5555556,2.875,3.1111112,,,,,,,,,,
73577,2.625,4.3333335,4.2222223,3.375,3.3,2.625,3.7777777,4.1111112,3.75,3.6666667,,,,,,,,,,
70561,4.625,4.3333335,3.0,4.375,4.1999998,,,,,,,,,,,,,,,
43177,4.125,4.1111112,2.2222223,1.75,3.3,,,,,,,,,,,,,,,
36501,4.25,4.0,3.1111112,2.375,3.4000001,3.25,3.5555556,2.6666667,3.375,4.3333335,,,,,,,,,,
26857,3.25,3.7777777,4.2222223,2.875,2.5999999,,,,,,3.375,4.1111112,4.5555553,2.375,3.2222223,3.0,3.7777777,4.1111112,2.875,3.3333333
28327,4.0,3.5555556,3.1111112,3.625,2.9000001,4.0,3.5555556,3.4444444,3.875,3.2222223,3.8571429,4.0,3.5555556,3.5,4.0,3.75,3.7777777,3.3333333,3.5,3.6666667
42674,2.5,3.6666667,3.8888888,3.5,2.7,2.75,3.8888888,3.0,2.25,2.3333333,,,,,,,,,,
79897,3.0,4.1111112,4.0,2.25,3.3,2.875,3.8888888,4.1111112,2.375,4.1111112,,,,,,,,,,
64978,4.0,3.5555556,3.0,2.0,3.5999999,,,,,,,,,,,,,,,
70434,2.875,3.8888888,2.8888888,3.5,3.5,,,,,,,,,,,,,,,
52302,2.75,3.5555556,3.3333333,2.5,2.5999999,2.5,3.3333333,3.4444444,1.875,3.0,3.0,4.0,3.3333333,2.125,2.6666667,2.375,3.5555556,3.3333333,2.25,2.7777777
97050,4.0,4.0,4.0,3.5,3.3,,,,,,4.0,3.7777777,3.7777777,2.75,3.5555556,,,,,
46418,2.75,4.5555553,4.1111112,2.25,2.7,2.625,4.2222223,4.2222223,2.5,3.0,,,,,,,,,,
86691,4.5,3.2222223,2.7777777,3.25,3.5999999,4.125,3.1111112,2.6666667,3.625,3.7777777,,,,,,,,,,
93002,3.625,4.1111112,3.5555556,3.0,3.0,3.375,3.7777777,4.0,3.25,3.3333333,3.5,3.1111112,4.0,2.375,3.2222223,3.625,3.8888888,4.1111112,2.625,3.6666667
81930,2.625,3.1111112,2.8888888,2.25,3.0,,,,,,,,,,,,,,,
56543,2.25,4.3333335,4.2222223,3.75,4.1999998,,,,,,2.0,4.0,3.8888888,3.25,4.5555553,,,,,
92618,4.25,3.6666667,2.7777777,3.875,3.7,3.875,3.7777777,2.6666667,3.0,3.5555556,,,,,,,,,,
17470,4.25,3.7777777,2.3333333,3.875,3.5999999,,,,,,,,,,,,,,,
74211,4.125,4.3333335,3.6666667,2.5,3.5,3.375,3.8888888,3.5555556,3.125,3.8888888,,,,,,,,,,
35180,2.75,3.4444444,4.0,3.625,3.5,,,,,,,,,,,,,,,
89142,3.5,3.8888888,3.3333333,2.625,2.8,2.875,3.7777777,3.2222223,3.0,2.3333333,3.125,2.7777777,2.8888888,2.875,2.8888888,,,,,
24898,2.0,3.7777777,4.7777777,3.25,3.3,1.875,3.3333333,4.1111112,3.75,4.1111112,1.75,3.2222223,3.7777777,3.375,3.5555556,,,,,
74413,3.5,4.4444447,4.2222223,2.625,3.3,3.0,4.0,3.5555556,3.125,3.7777777,,,,,,,,,,
38824,3.75,4.4444447,3.4444444,3.5,3.5999999,3.75,3.6666667,3.3333333,3.375,3.0,,,,,,,,,,
51723,4.0,4.2222223,4.0,3.25,3.7,3.625,4.1111112,3.3333333,3.75,3.4444444,4.0,3.6666667,3.4444444,3.5,4.2222223,3.125,3.3333333,3.3333333,3.5,3.8888888
79352,2.0,4.2222223,3.0,4.125,3.3,2.25,4.1111112,3.0,3.625,3.6666667,2.5,4.6666665,3.1111112,3.625,4.2222223,1.625,3.8888888,3.8888888,3.875,3.8888888
30814,3.5,4.3333335,2.4444444,1.75,4.0,,,,,,,,,,,,,,,
90502,4.75,3.6666667,2.3333333,1.375,2.9000001,,,,,,,,,,,,,,,
94456,4.5,2.7777777,2.1111112,2.375,2.5,3.5,2.0,2.1111112,1.875,2.4444444,,,,,,,,,,
70661,4.125,4.0,3.8888888,2.5,3.4000001,4.0,4.3333335,4.2222223,2.0,4.1111112,,,,,,,,,,
50976,1.75,4.5555553,4.0,3.0,3.2,,,,,,1.625,3.5555556,3.6666667,3.25,4.4444447,,,,,
55533,3.875,4.0,4.2222223,3.125,3.3,4.25,3.8888888,4.3333335,2.875,3.5555556,,,,,,,,,,
12156,3.5,2.5555556,4.1111112,2.625,2.9000001,2.75,3.1111112,3.5555556,3.25,2.7777777,,,,,,,,,,
76485,4.0,3.1111112,2.8888888,3.625,3.7,,,,,,,,,,,4.125,3.6666667,3.3333333,3.0,4.1111112
33239,3.5,3.0,3.6666667,3.125,2.2,,,,,,3.375,2.8888888,3.3333333,2.625,2.8888888,2.875,3.0,3.6666667,2.75,2.5555556
72570,3.5,4.2222223,2.3333333,3.625,3.3,3.75,2.5555556,2.6666667,4.0,3.1111112,3.875,3.8888888,3.2222223,3.375,3.2222223,,,,,
67574,4.125,3.5555556,4.4444447,2.0,2.5999999,4.0,3.7777777,4.0,2.75,2.4444444,3.2857144,2.8571429,3.5714285,3.1666667,3.1111112,3.75,3.2222223,3.5555556,2.875,2.6666667
42231,2.5,3.4444444,3.7777777,2.125,3.0999999,1.625,3.2222223,3.1111112,2.25,2.6666667,,,,,,,,,,
44639,4.375,4.2222223,3.3333333,3.0,3.4000001,4.0,4.3333335,2.8888888,3.75,4.0,,,,,,,,,,
64072,4.625,4.1111112,3.6666667,2.375,3.7,4.25,4.2222223,4.0,1.875,4.1111112,,,,,,,,,,
84960,4.125,3.4444444,3.3333333,2.5,3.0999999,4.25,3.4444444,3.2222223,2.875,3.4444444,,,,,,,,,,
43809,3.625,3.7777777,4.0,1.75,3.4000001,,,,,,4.875,4.0,3.5555556,2.625,3.7777777,,,,,
27941,4.5,3.2222223,3.2222223,3.25,3.0,,,,,,,,,,,,,,,
31033,3.0,3.2222223,3.7777777,3.375,3.0,3.25,3.3333333,3.5555556,3.625,3.4444444,,,,,,,,,,
39301,3.375,4.7777777,2.7777777,2.875,3.2,,,,,,,,,,,,,,,
10469,3.375,4.3333335,2.8888888,2.625,3.0,,,,,,3.25,3.0,2.7777777,3.625,2.7777777,,,,,
77789,2.875,3.7777777,3.5555556,3.5,3.8,3.125,4.0,4.2222223,2.875,3.7777777,3.375,3.7777777,3.7777777,3.25,4.1111112,,,,,
47024,3.875,3.1111112,2.7777777,3.0,3.3,3.875,3.2222223,2.5555556,3.25,4.0,,,,,,,,,,
88582,2.125,3.8888888,3.2222223,3.0,3.8,2.0,4.3333335,4.1111112,2.875,4.1111112,,,,,,,,,,
73897,4.0,3.7777777,3.2222223,2.375,2.9000001,,,,,,,,,,,,,,,
83470,4.25,4.3333335,3.0,2.625,3.5999999,4.25,4.1111112,2.8888888,2.5,4.0,,,,,,,,,,
67015,3.375,4.2222223,4.1111112,2.25,3.4000001,,,,,,3.625,4.2222223,3.1111112,2.25,3.0,,,,,
26272,2.375,3.7777777,3.3333333,2.5,2.8,2.25,3.6666667,3.2222223,2.25,3.0,,,,,,,,,,
21909,3.875,3.3333333,2.8888888,2.375,2.8,,,,,,,,,,,,,,,
88882,4.25,3.6666667,4.3333335,1.75,3.0,4.25,4.2222223,4.2222223,1.75,3.1111112,4.125,4.1111112,4.4444447,1.875,3.5555556,4.125,4.1111112,4.4444447,1.5,3.6666667
62510,3.375,4.2222223,4.5555553,1.875,3.8,,,,,,,,,,,,,,,
96828,3.625,4.2222223,4.3333335,2.0,3.3,,,,,,,,,,,,,,,
64406,4.0,4.7777777,4.6666665,1.25,3.5,4.25,4.2222223,4.0,1.75,4.4444447,,,,,,,,,,
31985,3.625,4.4444447,3.4444444,2.0,3.5,2.75,4.1111112,3.3333333,2.25,3.5555556,,,,,,,,,,
91337,2.75,4.5555553,3.3333333,2.125,2.7,2.875,4.0,3.4444444,2.625,2.6666667,,,,,,,,,,
87664,3.625,3.3333333,4.2222223,3.125,3.3,,,,,,,,,,,,,,,
19245,3.25,3.4444444,4.5555553,3.25,2.8,3.625,3.5555556,4.7777777,3.375,3.5555556,3.875,2.7777777,4.1111112,3.625,2.4444444,,,,,
83748,3.0,4.3333335,3.4444444,2.25,2.8,2.375,4.2222223,3.5555556,1.625,2.4444444,,,,,,,,,,
49915,1.625,3.8888888,3.6666667,1.5,2.3,,,,,,2.25,3.7777777,3.8888888,1.25,3.1111112,1.625,4.0,3.8888888,1.625,2.0
51865,2.5,1.8888888,3.0,2.875,3.9000001,,,,,,3.125,2.3333333,3.0,3.0,3.8888888,,,,,
78407,2.625,2.8888888,2.6666667,3.75,2.5999999,2.125,3.1111112,2.5555556,3.25,3.3333333,,,,,,,,,,
93787,2.75,4.1111112,3.7777777,3.375,3.0999999,,,,,,2.375,4.0,3.4444444,3.375,2.8888888,2.625,4.1111112,4.0,3.125,3.2222223
52621,2.5,3.7777777,4.0,3.25,3.4000001,,,,,,,,,,,,,,,
38914,3.375,3.5555556,2.7777777,3.25,3.5999999,3.625,3.7777777,3.6666667,3.0,3.5555556,,,,,,,,,,
37594,3.5,3.8888888,3.1111112,2.75,3.0,,,,,,,,,,,,,,,
19833,3.25,4.4444447,3.4444444,2.25,3.0999999,3.125,4.5555553,3.3333333,1.875,4.1111112,,,,,,,,,,
17270,3.25,4.0,2.7777777,3.375,3.3,,,,,,,,,,,,,,,
40864,2.875,3.1111112,2.3333333,3.25,3.0,,,,,,2.75,3.7777777,2.4444444,3.0,3.3333333,,,,,
38313,2.875,4.3333335,2.6666667,3.75,4.4000001,,,,,,,,,,,,,,,
55340,3.25,3.7777777,3.0,3.25,3.0999999,,,,,,,,,,,,,,,
18707,2.625,4.8888888,3.8888888,2.375,2.5,2.75,5.0,3.6666667,3.25,2.2222223,,,,,,,,,,
73807,,,,,,,,,,,,,,,,,,,,
26718,3.375,3.6666667,3.1111112,2.125,3.2,3.5,3.2222223,3.3333333,2.25,4.0,2.875,3.2222223,3.1111112,2.875,3.6666667,,,,,
63347,2.375,3.8888888,3.5555556,3.375,3.0,2.125,3.8888888,3.4444444,3.25,3.6666667,2.25,4.1111112,3.5555556,3.25,3.4444444,2.25,4.1111112,3.4444444,3.25,3.8888888
35824,3.25,3.7777777,3.4444444,2.25,2.8,3.25,3.2222223,2.8888888,2.0,2.8888888,2.75,3.0,2.2222223,3.75,3.0,3.25,3.4444444,3.1111112,2.375,3.0
48826,4.25,4.4444447,3.5555556,2.75,3.5999999,,,,,,4.375,4.5555553,3.6666667,2.25,4.0,,,,,
11454,2.125,3.3333333,2.7777777,3.5,3.3,,,,,,,,,,,,,,,
93246,4.5,3.2222223,3.4444444,1.75,2.8,4.0,3.6666667,3.3333333,1.25,2.6666667,,,,,,,,,,
75341,3.625,3.5555556,2.6666667,2.375,3.9000001,3.375,2.8888888,3.1111112,2.125,3.6666667,,,,,,,,,,
35925,3.375,3.1111112,4.0,2.75,3.4000001,,,,,,3.125,3.4444444,3.2222223,3.0,3.4444444,,,,,
