egoid,Trust_1_5,Trust_2_5,Trust_3_5,Trust_4_5,Trust_5_5,Trust_6_5,Trust_5,lonely_1_5,lonely_2_5,lonely_3_5,lonely_4_5,lonely_5_5,lonely_6_5,lonely_7_5,lonely_8_5,lonely_9_5,lonely_10_5,lonely_11_5,lonely_12_5,lonely_13_5,lonely_14_5,lonely_15_5,selsa_rom_5,selsa_fam_5,selsa_soc_5,SelfEff_exercise_1_5,SelfEff_exercise_2_5,SelfEff_exercise_3_5,SelfEff_exercise_4_5,SelfEff_exercise_5_5,SelfEff_exercise_6_5,SelfEff_exercise_7_5,SelfEff_exercise_8_5,SelfEff_exercise_9_5,SelfEff_exercise_10_5,SelfEff_exercise_11_5,SelfEff_exercise_12_5,SelfEff_exercise_13_5,SelfEff_exercise_14_5,SelfEff_exercise_15_5,SelfEff_exercise_16_5,SelfEff_exercise_17_5,SelfEff_exercise_18_5,SelfEff_exercise_scale_5
74251,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
28326,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
20507,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
71592,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.1666667,Disagree,Disagree,Somewhat Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,0.76351565,-0.91648471,0.69604468,32.0,33.0,88.0,25.0,33.0,30.0,29.0,29.0,26.0,27.0,28.0,36.0,27.0,81.0,80.0,14.0,20.0,27.0,36.944443
15181,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.80149692,-0.58865052,-0.79699266,75.0,61.0,100.0,65.0,62.0,100.0,100.0,100.0,74.0,100.0,63.0,75.0,87.0,89.0,100.0,100.0,80.0,99.0,85.0
70209,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
78657,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,3.1666667,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,-0.13327861,-0.053065006,0.84311777,73.0,61.0,95.0,67.0,76.0,77.0,63.0,60.0,63.0,73.0,58.0,57.0,70.0,78.0,78.0,69.0,64.0,77.0,69.944443
21887,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
48154,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,0.33825478,-0.50658435,-0.93567348,47.0,15.0,54.0,23.0,15.0,28.0,9.0,16.0,19.0,57.0,9.0,17.0,53.0,49.0,56.0,19.0,10.0,18.0,28.555555
92953,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
90192,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
51495,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.6666667,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,0.64876509,0.4262504,-0.29744956,31.0,23.0,62.0,44.0,54.0,39.0,52.0,36.0,10.0,22.0,4.0,34.0,48.0,53.0,24.0,5.0,5.0,48.0,33.0
34344,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
21793,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
37218,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
17932,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,2.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,0.94641447,0.173757,-1.0950788,97.0,55.0,50.0,19.0,86.0,75.0,82.0,24.0,49.0,95.0,64.0,11.0,89.0,91.0,93.0,13.0,79.0,32.0,61.333332
95026,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.5,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,-1.4485819,-0.12568121,0.55930597,62.0,40.0,100.0,26.0,64.0,0.0,11.0,15.0,20.0,87.0,20.0,1.0,46.0,93.0,100.0,32.0,34.0,80.0,46.166668
66800,Strongly Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.3333333,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,-1.3017058,0.58231479,0.37090868,30.0,60.0,69.0,30.0,10.0,10.0,69.0,50.0,70.0,90.0,70.0,30.0,50.0,90.0,100.0,70.0,40.0,80.0,56.555557
73693,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
80429,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,2.8333333,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,1.1997224,-0.27411333,-0.37377107,14.0,22.0,77.0,29.0,21.0,9.0,14.0,24.0,20.0,53.0,18.0,25.0,33.0,17.0,55.0,23.0,18.0,27.0,27.722221
75149,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
61659,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
81420,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
33740,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
37979,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
87192,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
67709,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,0.35494459,0.67073375,0.023847871,25.0,22.0,23.0,31.0,25.0,20.0,22.0,20.0,21.0,51.0,23.0,23.0,26.0,24.0,46.0,49.0,30.0,28.0,28.277779
36552,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,81.0,91.0,94.0,66.0,66.0,65.0,88.0,67.0,35.0,88.0,72.0,70.0,69.0,77.0,94.0,86.0,96.0,54.0,75.5
14301,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,0.7657817,-0.95592976,0.93759525,40.0,25.0,100.0,48.0,100.0,100.0,22.0,45.0,30.0,100.0,19.0,19.0,34.0,60.0,100.0,33.0,20.0,98.0,55.166668
36384,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
63138,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.5,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,-1.400789,0.20313801,-1.0075202,97.0,99.0,36.0,21.0,95.0,97.0,98.0,16.0,9.0,40.0,99.0,18.0,27.0,100.0,100.0,99.0,24.0,29.0,61.333332
51298,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.0,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.7366271,-0.5732336,-0.84499288,50.0,20.0,89.0,49.0,35.0,64.0,63.0,32.0,36.0,55.0,21.0,53.0,29.0,85.0,27.0,44.0,44.0,32.0,46.0
74632,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,-1.5161868,-0.57995629,0.39877316,28.0,20.0,38.0,12.0,54.0,50.0,12.0,26.0,7.0,56.0,35.0,14.0,53.0,57.0,57.0,34.0,42.0,56.0,36.166668
16654,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,3.3333333,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,93.0,91.0,92.0,91.0,79.0,69.0,67.0,79.0,82.0,81.0,82.0,71.0,86.0,88.0,75.0,52.0,85.0,84.0,80.388885
54394,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
84768,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,2.1666667,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,10.0,10.0,10.0,43.5,11.0,12.0,12.0,12.0,11.0,12.0,13.0,14.0,13.0,52.0,54.0,5.0,5.0,58.0,18.470589
29134,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.3333333,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,-0.081064932,2.624145,1.5711859,42.0,59.0,25.0,49.0,46.0,41.0,47.0,27.0,36.0,40.0,41.0,47.0,46.0,37.0,39.0,48.0,44.0,47.0,42.277779
24029,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,1.2455602,-0.079294629,-0.064281806,100.0,73.0,100.0,58.0,81.0,100.0,100.0,100.0,53.0,53.0,73.0,49.0,100.0,100.0,100.0,100.0,100.0,100.0,85.555557
35361,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
87056,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
49086,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,-1.4481429,0.12800801,0.21730836,31.0,76.0,62.0,27.0,62.0,61.0,61.0,50.0,47.0,53.0,53.0,37.0,38.0,56.0,37.0,9.0,26.0,52.0,46.555557
67917,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
85503,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,1.6666666,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.3219263,-0.53084183,-0.86529738,31.0,2.0,91.0,34.0,2.0,2.0,1.0,100.0,72.0,100.0,0.0,47.0,48.0,47.0,100.0,0.0,0.0,0.0,37.611111
60008,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
66542,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
55881,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
86265,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
10732,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
22119,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,3.5,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3356951,-0.070274353,-0.89767641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,99.555557
50797,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
39564,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
39285,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
22460,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
25172,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-0.35959986,-0.4947094,-0.91854531,100.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.388885
77134,Disagree,Agree,Agree,Disagree,Agree,Disagree,2.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,0.39056364,0.33960757,-0.83938891,9.0,28.0,80.0,81.0,33.0,4.0,28.0,81.0,63.0,80.0,17.0,65.0,75.0,76.0,49.0,84.0,9.0,47.0,50.5
22143,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
93766,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
45097,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
26289,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
95490,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,-1.4543942,-0.13191722,0.29254591,24.0,14.0,41.0,30.0,25.0,13.0,69.0,20.0,50.0,34.0,22.0,47.0,20.0,39.0,19.0,35.0,12.0,18.0,29.555555
66979,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
23253,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.3333333,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.4706868,-0.51952112,-0.78279209,73.0,50.0,99.0,60.0,61.0,54.0,62.0,29.0,53.0,82.0,27.0,35.0,26.0,33.0,77.0,69.0,42.0,39.0,53.944443
12900,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
90079,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.1666667,Strongly Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,-1.4041094,-1.0916579,1.7199174,90.0,81.0,100.0,43.5,100.0,90.0,90.0,71.0,97.0,100.0,82.0,70.0,75.0,97.0,61.0,41.0,75.0,90.0,82.941177
47584,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0452341,3.5960484,-1.7343332,0.0,0.0,31.0,0.0,90.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.388889
97990,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.45214379,-0.40224656,-0.58470643,31.0,62.0,80.0,52.0,51.0,64.0,93.0,50.0,5.0,91.0,17.0,16.0,23.0,77.0,60.0,9.0,8.0,21.0,45.0
39248,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
29354,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
25743,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
91429,Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,2.1666667,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,-0.47247854,1.9907786,2.8928156,50.0,71.0,21.0,19.0,1.0,7.0,3.0,1.0,5.0,16.0,2.0,71.0,2.0,88.0,75.0,54.0,1.0,2.0,27.166666
82269,Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,2.6666667,Disagree,Disagree,Somewhat Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,0.60144484,0.87123328,-0.081001543,42.0,33.0,69.0,26.0,70.0,22.0,44.0,28.0,53.0,74.0,45.0,31.0,59.0,77.0,56.0,44.0,28.0,78.0,48.833332
22842,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Disagree,Agree,Agree,0.34691456,0.13395745,0.1458656,50.0,20.0,86.0,14.0,59.0,63.0,83.0,62.0,14.0,11.0,13.0,70.0,58.0,80.0,76.0,17.0,16.0,70.0,47.888889
31311,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
32423,,,,,,,3.3333333,,,,,,,,,,,,,,,,0.33236833,-0.388911725,-0.138757305,50.0,41.0,71.0,43.5,58.0,53.0,61.0,50.0,40.0,74.0,32.0,39.0,46.0,71.0,76.0,45.5,30.0,60.0,51.111111
