egoid,gender_1,momdec_1,momusa_1,daddec_1,dadusa_1,parentstatus_1,dadage_1,momage_1,numsib_1,birthorder_1,parentincome_1,parenteduc_1,momrace_1,dadrace_1,momrelig_1,dadrelig_1,yourelig_1
25966,Female,0.0,0.0,0.0,0.0,Living together,44.0,43.0,4.0,first born,"$100,000 - $149,999",both parent college,White,White,Protestant,Protestant,Protestant
95444,Female,0.0,0.0,0.0,0.0,Living together,49.0,50.0,1.0,first born,"$250,000 or more",both parent college,White,White,Protestant,Catholic,Catholic
96689,Female,0.0,0.0,0.0,0.0,Divorced or living apart,49.0,50.0,1.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
22587,Male,0.0,1.0,0.0,1.0,Living together,54.0,53.0,1.0,second born,"$25,000 - $49,999",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
43581,Female,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,53.0,1.0,second born,"$250,000 or more",both parent college,White,Black,Protestant,No Religion,Catholic
75578,Female,0.0,1.0,0.0,1.0,Living together,48.0,48.0,1.0,first born,"$250,000 or more",both parent college,Latino,Latino,Catholic,Catholic,Catholic
43507,Female,0.0,1.0,0.0,1.0,Living together,53.0,42.0,2.0,second born,"$25,000 - $49,999",1 parent no college,Black,Black,Catholic,Protestant,Catholic
91551,Male,0.0,0.0,0.0,0.0,Divorced or living apart,55.0,53.0,5.0,first born,"$50,000 - $74,999",both parent college,White,White,Protestant,Catholic,Catholic
30676,Male,0.0,0.0,0.0,0.0,Living together,54.0,44.0,3.0,third born,"$250,000 or more",1 parent no college,White,White,Protestant,Protestant,No Religion
19030,Male,0.0,0.0,0.0,0.0,Living together,55.0,51.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Protestant,Catholic
33657,Female,0.0,0.0,0.0,0.0,Divorced or living apart,54.0,49.0,2.0,second born,"$250,000 or more",1 parent no college,White,Black,Catholic,Protestant,Catholic
76521,Male,0.0,0.0,0.0,0.0,Divorced or living apart,47.0,45.0,1.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
52848,Male,0.0,0.0,0.0,0.0,Living together,45.0,44.0,5.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
40231,Male,0.0,0.0,0.0,0.0,Living together,56.0,56.0,1.0,second born,"$200,000 - $249,999",both parent college,White,White,Other Religion,Catholic,Other Religion
65656,Male,0.0,0.0,0.0,0.0,Living together,50.0,49.0,4.0,second born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
30610,Male,0.0,1.0,0.0,1.0,Living together,50.0,40.0,1.0,first born,"less than $25,000",Both no college,White,White,Other Religion,Other Religion,Catholic
36117,Male,0.0,0.0,0.0,0.0,Living together,50.0,54.0,0.0,only child,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
82587,Female,0.0,1.0,0.0,1.0,Living together,46.0,44.0,0.0,only child,"$100,000 - $149,999",both parent college,Black,Black,Protestant,Catholic,Protestant
14690,Female,0.0,0.0,0.0,0.0,Living together,48.0,50.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Protestant
40569,Male,0.0,0.0,0.0,0.0,Living together,51.0,49.0,2.0,third born,"$100,000 - $149,999",1 parent no college,White,Latino,Catholic,Catholic,Catholic
97021,Female,0.0,0.0,0.0,0.0,Living together,52.0,53.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
26320,Female,0.0,1.0,0.0,0.0,Living together,49.0,54.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
77532,Female,0.0,0.0,0.0,0.0,Living together,45.0,46.0,2.0,second born,"$100,000 - $149,999",both parent college,Black,White,Protestant,Protestant,Protestant
92515,Male,0.0,0.0,0.0,0.0,Living together,54.0,52.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
97844,Male,0.0,0.0,0.0,1.0,Living together,51.0,50.0,1.0,first born,"$100,000 - $149,999",1 parent no college,White,Latino,Catholic,Catholic,Catholic
81647,Female,0.0,0.0,0.0,0.0,Living together,45.0,45.0,2.0,first born,"$150,000 - $199,999",1 parent no college,White,White,Catholic,Catholic,Catholic
33127,Male,0.0,0.0,0.0,0.0,Living together,52.0,47.0,2.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
45958,Female,0.0,1.0,0.0,1.0,Living together,53.0,46.0,2.0,second born,"$200,000 - $249,999",Both no college,Latino,Latino,Catholic,Catholic,Catholic
49790,Female,0.0,1.0,0.0,1.0,Living together,48.0,49.0,3.0,third born,"$100,000 - $149,999",both parent college,Latino,Latino,Catholic,Catholic,Catholic
74251,Female,0.0,0.0,0.0,0.0,Living together,48.0,47.0,3.0,first born,"$250,000 or more",both parent college,Latino,White,Catholic,Catholic,Catholic
28326,Male,0.0,0.0,0.0,0.0,Living together,56.0,54.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,No Religion
20507,Male,0.0,0.0,0.0,0.0,Living together,50.0,47.0,1.0,second born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
71592,Male,0.0,0.0,0.0,0.0,Living together,51.0,54.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,No Religion,No Religion
15181,Male,0.0,0.0,0.0,0.0,Living together,47.0,47.0,2.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
70209,Male,0.0,1.0,0.0,0.0,Divorced or living apart,50.0,59.0,2.0,third born,"less than $25,000",both parent college,Latino,White,Catholic,Catholic,Catholic
78657,Male,0.0,0.0,0.0,0.0,Living together,52.0,51.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
21887,Male,0.0,0.0,0.0,0.0,Living together,47.0,46.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
48154,Female,0.0,0.0,0.0,0.0,Living together,48.0,49.0,2.0,third born,"$250,000 or more",both parent college,White,White,Other Religion,Other Religion,Other Religion
92953,Male,0.0,0.0,0.0,0.0,Divorced or living apart,53.0,51.0,3.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
90192,Male,0.0,1.0,0.0,1.0,Living together,50.0,47.0,0.0,only child,"$75,000 - $99,999",both parent college,Asian-American,Asian-American,Other Religion,Other Religion,No Religion
51495,Male,0.0,0.0,0.0,0.0,Living together,46.0,44.0,4.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
34344,Female,0.0,1.0,0.0,1.0,Living together,46.0,46.0,2.0,first born,"less than $25,000",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
21793,Male,0.0,0.0,0.0,0.0,Living together,55.0,54.0,4.0,fiifth born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
37218,Male,0.0,1.0,0.0,1.0,Living together,60.0,55.0,1.0,first born,"$75,000 - $99,999",Both no college,Asian-American,Asian-American,Protestant,Protestant,No Religion
17932,Male,0.0,0.0,0.0,0.0,Living together,53.0,53.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
95026,Male,0.0,0.0,0.0,0.0,Living together,52.0,53.0,2.0,first born,"$100,000 - $149,999",both parent college,White,White,Other Religion,Catholic,No Religion
66800,Male,0.0,0.0,0.0,0.0,Living together,50.0,50.0,2.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
73693,Male,0.0,0.0,0.0,0.0,Living together,51.0,50.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
80429,Male,0.0,0.0,0.0,0.0,Living together,50.0,50.0,3.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
75149,Female,0.0,1.0,0.0,1.0,Divorced or living apart,55.0,51.0,2.0,first born,"less than $25,000",1 parent no college,Black,Black,Catholic,Protestant,No Religion
61659,Female,0.0,1.0,0.0,1.0,Living together,45.0,46.0,0.0,only child,"$150,000 - $199,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,Other Religion
81420,Male,0.0,0.0,0.0,0.0,Living together,49.0,49.0,2.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
33740,Female,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,51.0,4.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,No Religion,Catholic
37979,Male,0.0,1.0,0.0,1.0,Divorced or living apart,60.0,49.0,2.0,first born,"$100,000 - $149,999",both parent college,Latino,Latino,Catholic,Catholic,Catholic
87192,Female,0.0,0.0,0.0,0.0,Living together,63.0,59.0,0.0,only child,"$75,000 - $99,999",1 parent no college,Latino,White,Catholic,Catholic,Catholic
67709,Male,0.0,1.0,0.0,1.0,Living together,45.0,46.0,1.0,first born,"$50,000 - $74,999",both parent college,Latino,Latino,No Religion,No Religion,No Religion
36552,Female,0.0,0.0,0.0,0.0,Living together,50.0,47.0,1.0,second born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,Catholic,Catholic
14301,Female,0.0,0.0,0.0,0.0,Divorced or living apart,48.0,50.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
36384,Male,0.0,0.0,0.0,0.0,Living together,46.0,46.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
63138,Female,0.0,0.0,0.0,0.0,Living together,54.0,54.0,2.0,third born,"$250,000 or more",both parent college,White,White,Other Religion,Other Religion,Other Religion
51298,Male,0.0,0.0,0.0,0.0,Living together,49.0,48.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
74632,Female,0.0,0.0,0.0,0.0,Living together,50.0,51.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Protestant,Protestant,Protestant
16654,Male,0.0,0.0,0.0,0.0,Living together,50.0,47.0,1.0,second born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
54394,Male,0.0,0.0,0.0,0.0,Living together,66.0,68.0,1.0,second born,"$250,000 or more",both parent college,White,White,Protestant,Catholic,Catholic
84768,Female,0.0,0.0,0.0,0.0,Living together,44.0,49.0,2.0,first born,"$250,000 or more",both parent college,White,White,Protestant,No Religion,No Religion
29134,Female,0.0,1.0,0.0,1.0,Living together,57.0,52.0,1.0,second born,"$250,000 or more",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
24029,Male,0.0,1.0,0.0,1.0,Living together,45.0,35.0,1.0,first born,"$25,000 - $49,999",both parent college,Asian-American,Asian-American,Other Religion,Other Religion,Other Religion
35361,Male,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,48.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,No Religion,Catholic,Catholic
87056,Female,0.0,0.0,0.0,0.0,Living together,59.0,52.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
49086,Female,0.0,0.0,0.0,0.0,Living together,53.0,50.0,2.0,first born,"$150,000 - $199,999",both parent college,White,White,Protestant,Protestant,Protestant
67917,Male,0.0,0.0,0.0,0.0,Living together,52.0,51.0,5.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
85503,Male,0.0,0.0,0.0,0.0,Living together,55.0,53.0,2.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
60008,Male,0.0,0.0,0.0,0.0,Living together,48.0,46.0,2.0,first born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
66542,Male,0.0,1.0,0.0,0.0,Living together,52.0,57.0,0.0,only child,"$50,000 - $74,999",1 parent no college,White,White,Catholic,Catholic,Catholic
55881,Male,0.0,0.0,0.0,1.0,Living together,53.0,51.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
86265,Male,0.0,1.0,0.0,1.0,Living together,49.0,46.0,0.0,only child,"$25,000 - $49,999",1 parent no college,Asian-American,Asian-American,No Religion,No Religion,No Religion
10732,Female,0.0,0.0,0.0,0.0,Living together,53.0,54.0,3.0,fourth born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
22119,Female,0.0,0.0,0.0,0.0,Living together,54.0,44.0,1.0,first born,"$100,000 - $149,999",1 parent no college,White,White,Catholic,No Religion,Catholic
50797,Male,0.0,0.0,0.0,0.0,Living together,58.0,57.0,5.0,fiifth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
39564,Male,0.0,0.0,0.0,0.0,Living together,59.0,52.0,1.0,first born,"$200,000 - $249,999",both parent college,White,White,Other Religion,Catholic,Other Religion
39285,Male,0.0,0.0,0.0,1.0,Living together,50.0,49.0,2.0,second born,"$250,000 or more",both parent college,White,White,Protestant,No Religion,No Religion
22460,Male,0.0,0.0,0.0,0.0,Divorced or living apart,52.0,55.0,2.0,second born,"$75,000 - $99,999",both parent college,White,White,No Religion,No Religion,No Religion
25172,Female,0.0,0.0,0.0,0.0,Living together,52.0,50.0,2.0,second born,"$150,000 - $199,999",both parent college,multiracial,White,Catholic,No Religion,No Religion
77134,Female,0.0,0.0,0.0,0.0,Living together,49.0,49.0,2.0,first born,"$250,000 or more",both parent college,White,White,Protestant,Protestant,Protestant
22143,Female,0.0,0.0,0.0,0.0,Living together,53.0,50.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
93766,Male,0.0,0.0,0.0,0.0,Living together,46.0,46.0,2.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
45097,Female,0.0,0.0,0.0,0.0,Divorced or living apart,54.0,51.0,1.0,second born,"$50,000 - $74,999",Both no college,White,White,Catholic,No Religion,Catholic
26289,Female,0.0,1.0,0.0,1.0,Living together,49.0,49.0,1.0,first born,"$200,000 - $249,999",both parent college,Latino,Latino,Catholic,Catholic,Catholic
95490,Female,0.0,0.0,0.0,0.0,Divorced or living apart,54.0,54.0,5.0,fiifth born,"$250,000 or more",both parent college,multiracial,Latino,Catholic,Catholic,Catholic
66979,Female,0.0,0.0,0.0,0.0,Living together,50.0,49.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Protestant
23253,Female,0.0,1.0,0.0,1.0,Living together,50.0,50.0,1.0,second born,"$75,000 - $99,999",Both no college,Latino,Asian-American,Catholic,Catholic,Catholic
12900,Female,0.0,0.0,0.0,0.0,Living together,53.0,53.0,2.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
90079,Female,0.0,0.0,0.0,0.0,Living together,48.0,47.0,5.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
47584,Male,0.0,0.0,0.0,0.0,Living together,55.0,51.0,3.0,third born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
97990,Female,0.0,1.0,0.0,1.0,Living together,45.0,44.0,2.0,only child,"$250,000 or more",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
39248,Female,0.0,1.0,0.0,1.0,Divorced or living apart,51.0,53.0,3.0,fourth born,"$25,000 - $49,999",1 parent no college,White,White,No Religion,No Religion,No Religion
29354,Female,0.0,1.0,0.0,1.0,Living together,49.0,49.0,2.0,second born,"$250,000 or more",both parent college,White,White,Protestant,No Religion,Protestant
25743,Female,0.0,0.0,0.0,0.0,Divorced or living apart,65.0,63.0,3.0,fourth born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
91429,Female,0.0,1.0,0.0,1.0,Living together,47.0,46.0,1.0,first born,"$25,000 - $49,999",Both no college,Asian-American,Asian-American,Protestant,Protestant,Protestant
82269,Female,0.0,0.0,0.0,0.0,Living together,52.0,52.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
22842,Male,0.0,1.0,0.0,1.0,Living together,55.0,51.0,2.0,third born,"$25,000 - $49,999",both parent college,Latino,Asian-American,Catholic,Catholic,Catholic
31311,Male,0.0,0.0,0.0,0.0,Living together,60.0,62.0,6.0,"sixth born or later, not the youngest","$25,000 - $49,999",1 parent no college,White,White,Protestant,Protestant,Protestant
32423,Male,0.0,1.0,0.0,1.0,Divorced or living apart,46.0,41.0,1.0,first born,"$75,000 - $99,999",1 parent no college,Asian-American,Asian-American,Protestant,No Religion,Protestant
33084,Female,0.0,1.0,0.0,1.0,Living together,54.0,48.0,1.0,first born,"$250,000 or more",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
14279,Female,0.0,0.0,0.0,0.0,Divorced or living apart,53.0,54.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Protestant,Catholic
91932,Male,0.0,0.0,0.0,0.0,Living together,52.0,59.0,1.0,second born,"$150,000 - $199,999",both parent college,White,White,Protestant,Catholic,Catholic
32404,Male,0.0,0.0,0.0,0.0,Living together,68.0,58.0,1.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
73577,Female,1.0,0.0,0.0,1.0,Living together,61.0,49.0,1.0,second born,"$50,000 - $74,999",Both no college,White,White,Other Religion,Other Religion,Other Religion
70561,Female,0.0,0.0,0.0,0.0,Living together,50.0,44.0,2.0,first born,"$250,000 or more",both parent college,multiracial,Black,Protestant,Protestant,Protestant
43177,Male,0.0,0.0,0.0,0.0,Living together,56.0,57.0,2.0,second born,"$250,000 or more",both parent college,White,White,No Religion,Catholic,Catholic
36501,Male,0.0,0.0,0.0,0.0,Living together,53.0,51.0,3.0,fourth born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
26857,Male,0.0,1.0,0.0,0.0,Living together,51.0,49.0,2.0,second born,"$150,000 - $199,999",both parent college,Asian-American,White,Other Religion,Catholic,Catholic
28327,Female,0.0,0.0,0.0,0.0,Living together,50.0,50.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
42674,Female,0.0,1.0,0.0,0.0,Living together,58.0,57.0,1.0,first born,"$250,000 or more",Both no college,White,White,No Religion,No Religion,Catholic
79897,Female,0.0,1.0,0.0,1.0,Living together,58.0,48.0,3.0,third born,"$25,000 - $49,999",Both no college,Black,Black,Protestant,Protestant,Protestant
64978,Male,0.0,1.0,0.0,1.0,Living together,44.0,41.0,2.0,first born,"$250,000 or more",both parent college,multiracial,multiracial,Catholic,Catholic,Catholic
70434,Female,0.0,0.0,0.0,0.0,Living together,55.0,53.0,3.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
52302,Male,0.0,0.0,0.0,0.0,Living together,66.0,59.0,7.0,"sixth born of later, the youngest","$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
97050,Female,0.0,1.0,0.0,1.0,Living together,55.0,45.0,2.0,first born,"$50,000 - $74,999",both parent college,Asian-American,White,Catholic,Catholic,Catholic
46418,Male,0.0,1.0,0.0,1.0,Living together,49.0,46.0,1.0,first born,"$250,000 or more",both parent college,Asian-American,Asian-American,Catholic,Catholic,Catholic
86691,Male,0.0,1.0,0.0,1.0,Divorced or living apart,51.0,51.0,1.0,second born,"less than $25,000",both parent college,Asian-American,Asian-American,Protestant,No Religion,Protestant
93002,Female,0.0,1.0,0.0,1.0,Living together,48.0,45.0,1.0,second born,"$250,000 or more",both parent college,Asian-American,Asian-American,Protestant,Protestant,Protestant
81930,Male,0.0,0.0,0.0,0.0,Living together,54.0,54.0,2.0,second born,"$75,000 - $99,999",both parent college,White,White,Catholic,Catholic,Catholic
56543,Female,0.0,0.0,0.0,0.0,Divorced or living apart,45.0,40.0,2.0,second born,"less than $25,000",Both no college,Black,Black,Other Religion,Other Religion,Other Religion
92618,Female,0.0,0.0,0.0,0.0,Living together,62.0,51.0,1.0,second born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
17470,Male,0.0,1.0,0.0,1.0,Living together,54.0,53.0,1.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
74211,Male,0.0,0.0,0.0,0.0,Living together,43.0,44.0,2.0,first born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
35180,Female,0.0,0.0,0.0,0.0,Living together,47.0,47.0,1.0,first born,"$75,000 - $99,999",both parent college,White,White,Catholic,Protestant,Catholic
89142,Male,0.0,1.0,0.0,1.0,Living together,59.0,49.0,1.0,first born,"$75,000 - $99,999",1 parent no college,Asian-American,Asian-American,No Religion,No Religion,No Religion
24898,Male,0.0,0.0,0.0,0.0,Living together,45.0,48.0,1.0,first born,"$100,000 - $149,999",both parent college,White,White,Protestant,Protestant,Protestant
74413,Male,0.0,1.0,0.0,1.0,Living together,50.0,49.0,1.0,first born,"$50,000 - $74,999",Both no college,Black,Black,Protestant,Catholic,Protestant
38824,Female,0.0,1.0,0.0,1.0,Divorced or living apart,71.0,52.0,4.0,first born,"$25,000 - $49,999",both parent college,Black,Black,Catholic,Catholic,Catholic
51723,Male,0.0,0.0,0.0,0.0,Divorced or living apart,40.0,38.0,4.0,third born,"$50,000 - $74,999",Both no college,Black,Black,Other Religion,Other Religion,Other Religion
79352,Female,0.0,0.0,0.0,0.0,Living together,54.0,49.0,7.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
30814,Male,0.0,0.0,0.0,0.0,Living together,52.0,53.0,4.0,third born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
90502,Male,0.0,0.0,0.0,0.0,Living together,44.0,46.0,3.0,second born,"$250,000 or more",1 parent no college,multiracial,Black,Catholic,No Religion,No Religion
94456,Male,0.0,0.0,0.0,0.0,Living together,65.0,54.0,2.0,third born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
70661,Male,0.0,0.0,0.0,0.0,Divorced or living apart,40.0,39.0,1.0,first born,"$25,000 - $49,999",1 parent no college,Black,Black,Other Religion,Other Religion,Other Religion
50976,Male,0.0,0.0,0.0,0.0,Living together,52.0,51.0,2.0,first born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
55533,Male,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,50.0,3.0,second born,"$150,000 - $199,999",both parent college,White,White,Catholic,No Religion,Catholic
12156,Male,0.0,0.0,0.0,0.0,Living together,45.0,48.0,1.0,second born,"$150,000 - $199,999",both parent college,White,White,Catholic,Catholic,Catholic
76485,Male,0.0,0.0,0.0,0.0,Living together,61.0,53.0,2.0,third born,"$250,000 or more",both parent college,White,White,Protestant,Protestant,Protestant
33239,Male,0.0,0.0,0.0,0.0,Living together,58.0,58.0,3.0,fourth born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,No Religion
72570,Female,0.0,0.0,0.0,0.0,Divorced or living apart,47.0,43.0,4.0,third born,"less than $25,000",both parent college,Black,Black,Protestant,Protestant,Protestant
67574,Male,0.0,0.0,0.0,0.0,Living together,49.0,47.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
42231,Male,0.0,0.0,0.0,0.0,Living together,53.0,52.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Protestant,Catholic
44639,Female,0.0,1.0,0.0,1.0,Living together,46.0,42.0,4.0,first born,"$50,000 - $74,999",1 parent no college,Asian-American,Asian-American,Other Religion,Other Religion,Catholic
64072,Female,0.0,0.0,0.0,0.0,Divorced or living apart,50.0,46.0,4.0,first born,"$50,000 - $74,999",Both no college,White,White,Protestant,Catholic,Catholic
84960,Male,0.0,0.0,0.0,0.0,Living together,56.0,52.0,1.0,second born,"$100,000 - $149,999",both parent college,White,White,Catholic,Catholic,Catholic
43809,Female,0.0,1.0,0.0,1.0,Living together,55.0,54.0,2.0,third born,"$75,000 - $99,999",both parent college,White,White,Catholic,No Religion,No Religion
27941,Male,0.0,0.0,0.0,0.0,Living together,56.0,54.0,3.0,fourth born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
31033,Male,0.0,0.0,0.0,0.0,Living together,52.0,54.0,3.0,third born,"$250,000 or more",both parent college,Asian-American,White,Catholic,Catholic,Catholic
39301,Female,0.0,0.0,0.0,0.0,Living together,43.0,45.0,2.0,first born,"$50,000 - $74,999",Both no college,multiracial,White,Catholic,Catholic,No Religion
10469,Female,0.0,1.0,0.0,1.0,Living together,50.0,44.0,4.0,first born,"$100,000 - $149,999",both parent college,Black,Black,Catholic,Catholic,Catholic
77789,Female,0.0,0.0,0.0,0.0,Living together,54.0,54.0,1.0,first born,"$50,000 - $74,999",both parent college,White,White,Catholic,No Religion,Catholic
47024,Female,0.0,1.0,0.0,0.0,Living together,54.0,52.0,2.0,first born,"$200,000 - $249,999",both parent college,White,White,Catholic,Catholic,Catholic
88582,Female,0.0,1.0,0.0,1.0,Living together,59.0,50.0,1.0,second born,"$25,000 - $49,999",both parent college,Latino,White,Protestant,Protestant,Protestant
73897,Male,0.0,1.0,0.0,1.0,Living together,48.0,54.0,1.0,second born,"$250,000 or more",1 parent no college,multiracial,White,Catholic,Catholic,Catholic
83470,Female,0.0,0.0,0.0,0.0,Living together,51.0,53.0,2.0,second born,"$100,000 - $149,999",both parent college,multiracial,multiracial,Catholic,Catholic,Catholic
67015,Female,0.0,1.0,0.0,0.0,Divorced or living apart,48.0,53.0,1.0,second born,"$75,000 - $99,999",Both no college,Latino,Latino,Catholic,Catholic,Catholic
26272,Female,0.0,0.0,0.0,0.0,Divorced or living apart,45.0,47.0,1.0,first born,"$250,000 or more",1 parent no college,Latino,White,Catholic,Catholic,Catholic
21909,Male,0.0,1.0,0.0,1.0,Divorced or living apart,52.0,52.0,1.0,second born,"$200,000 - $249,999",both parent college,Asian-American,Asian-American,Other Religion,Other Religion,No Religion
88882,Male,0.0,0.0,0.0,0.0,Living together,50.0,50.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
96828,Female,0.0,0.0,0.0,0.0,Living together,53.0,53.0,3.0,second born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
64406,Female,0.0,1.0,0.0,1.0,Living together,51.0,42.0,6.0,fourth born,"less than $25,000",Both no college,Black,Black,Catholic,Catholic,Catholic
31985,Male,0.0,0.0,0.0,0.0,Living together,45.0,47.0,2.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
91337,Male,0.0,0.0,0.0,0.0,Living together,56.0,50.0,3.0,first born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
87664,Male,0.0,0.0,0.0,0.0,Living together,56.0,55.0,3.0,fourth born,"$250,000 or more",both parent college,White,White,Catholic,Catholic,Catholic
19245,Male,0.0,0.0,0.0,0.0,Living together,57.0,57.0,2.0,second born,"$100,000 - $149,999",both parent college,White,White,Protestant,Catholic,Catholic
83748,Female,0.0,1.0,0.0,1.0,Living together,43.0,42.0,1.0,first born,"$150,000 - $199,999",Both no college,Asian-American,Asian-American,Other Religion,Other Religion,Other Religion
49915,Male,0.0,0.0,0.0,0.0,Living together,62.0,55.0,2.0,second born,"$50,000 - $74,999",both parent college,White,White,Catholic,Catholic,Catholic
51865,Female,0.0,1.0,0.0,1.0,Living together,51.0,50.0,0.0,only child,"$75,000 - $99,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
78407,Female,0.0,1.0,0.0,1.0,Living together,51.0,44.0,0.0,only child,"$100,000 - $149,999",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
93787,Female,0.0,1.0,0.0,1.0,Living together,54.0,50.0,2.0,first born,"less than $25,000",Both no college,Asian-American,Asian-American,No Religion,No Religion,No Religion
52621,Female,0.0,1.0,0.0,1.0,Living together,44.0,46.0,0.0,only child,"less than $25,000",both parent college,Asian-American,Asian-American,No Religion,No Religion,No Religion
