egoid,gender_1,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1
92515,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,52.0,1954.3333333333333,2008.6666666666667,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
97844,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,50.0,1962.3333333333333,2009.0,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic
81647,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,45.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
33127,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,47.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$75,000 - $99,999",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
45958,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,46.0,1964.3333333333333,2008.0,1963.0,2008.0,1.0,1.0,2.0,No,second born,"$200,000 - $249,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
49790,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,48.0,49.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,2.0,1.0,3.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
74251,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,48.0,47.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,2.0,1.0,3.0,No,first born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic
28326,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,56.0,54.0,1953.0,2009.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion
20507,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,47.0,1964.0,2006.0,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
71592,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,54.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,No Religion
15181,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,47.0,47.0,1964.0,2008.0,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
70209,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,52.333333333333336,59.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"less than $25,000",Postsecondary school  or some college,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,,,Catholic,,Catholic
78657,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,51.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
21887,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,47.0,46.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
48154,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,48.0,49.0,1962.3333333333333,2011.0,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion
92953,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,53.0,51.0,1956.0,2007.6666666666667,1963.0,2008.0,2.0,1.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
90192,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,47.0,1956.0,2007.6666666666667,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Other Religion,Other Religion,No Religion
51495,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,46.0,44.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,4.0,0.0,4.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
34344,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,46.0,46.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,first born,"less than $25,000",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic
21793,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,55.0,54.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,2.0,2.0,4.0,No,fiifth born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
37218,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,60.0,55.0,1964.0,2008.0,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$75,000 - $99,999",High school graduate,High school graduate,Both no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,No Religion
17932,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,53.0,1964.0,2008.0,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
95026,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,53.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Catholic,No Religion
66800,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,50.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
73693,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,51.0,50.0,1954.6666666666667,2011.6666666666667,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
80429,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,50.0,1951.3333333333333,2012.3333333333333,1963.0,2008.0,2.0,1.0,3.0,No,third born,,College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
75149,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,55.0,51.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,first born,"less than $25,000",Graduate or professional degree,Did not graduate from high school,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Black,Black,Both parents same race,Catholic,Protestant,No Religion
61659,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,46.0,1954.3333333333333,2008.6666666666667,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,Other Religion
81420,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,49.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
33740,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,53.333333333333336,51.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,3.0,1.0,4.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic
37979,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,60.0,49.0,1953.0,2012.6666666666667,1963.0,2008.0,2.0,0.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic
87192,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,63.0,59.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$75,000 - $99,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic
67709,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,46.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Latino,Latino,Both parents same race,No Religion,No Religion,No Religion
36552,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,47.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
14301,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,48.0,50.0,1962.3333333333333,2011.0,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
36384,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,46.0,46.0,1965.0,2008.6666666666667,1963.0,2008.0,2.0,1.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
63138,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,54.0,54.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion
51298,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,48.0,1964.0,2008.0,1963.0,2008.0,2.0,0.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
74632,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,51.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
16654,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,50.0,47.0,1964.0,2008.0,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
54394,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,66.0,68.0,1954.3333333333333,2008.6666666666667,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Catholic,Catholic
84768,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,44.0,49.0,1963.3333333333333,2008.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,No Religion
29134,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,57.0,52.0,1964.0,2008.0,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic
24029,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,45.0,35.0,1964.0,2008.0,1963.0,2008.0,0.0,1.0,1.0,No,first born,"$25,000 - $49,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,Other Religion,Other Religion,Other Religion
35361,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,50.0,48.0,1953.3333333333333,2011.3333333333333,1963.0,2008.0,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,No Religion,Catholic,Catholic
87056,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,59.0,52.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
49086,Female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,50.0,1965.3333333333333,2007.3333333333333,1963.0,2008.0,0.0,2.0,2.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant
67917,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,51.0,1965.0,2008.6666666666667,1963.0,2008.0,1.0,4.0,5.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
85503,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,55.0,53.0,1965.3333333333333,2005.3333333333333,1963.0,2008.0,1.0,1.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
60008,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,48.0,46.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
66542,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,52.0,57.0,1965.0,2008.6666666666667,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$50,000 - $74,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
55881,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,53.0,51.0,1953.3333333333333,2009.3333333333333,1963.0,2008.0,2.0,0.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,College/Univeristy degree,both parent college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic
86265,Male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,49.0,46.0,1953.0,2012.6666666666667,1963.0,2008.0,0.0,0.0,0.0,No,only child,"$25,000 - $49,999",High school graduate,College/Univeristy degree,1 parent no college,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion
