egoid,SelfEsteem_1_1,SelfEsteem_2_1,SelfEsteem_3_1,SelfEsteem_4_1,SelfEsteem_5_1,SelfEsteem_6_1,SelfEsteem_7_1,SelfEsteem_8_1,SelfEsteem_9_1,SelfEsteem_10_1,SelfEsteem_1,Trust_1_1,Trust_2_1,Trust_3_1,Trust_4_1,Trust_5_1,Trust_6_1,Trust_1,SelfReg_Exercise_1_1,SelfReg_Exercise_2_1,SelfReg_Exercise_3_1,SelfReg_Exercise_4_1,SelfReg_Exercise_5_1,SelfReg_Exercise_6_1,SelfReg_Exercise_7_1,SelfReg_Exercise_8_1,SelfReg_Exercise_9_1,SelfReg_Exercise_10_1,SelfReg_Exercise_11_1,SelfReg_Exercise_12_1,SelfReg_Exercise_13_1,SelfReg_Exercise_14_1,SelfReg_Exercise_15_1,SelfReg_Exercise_16_1,SRQE_Ext_1,SRQE_Introj_1,SRQE_Ident_1,SRQE_Intrin_1,SRQE_RAI_1,lonely_1_1,lonely_2_1,lonely_3_1,lonely_4_1,lonely_5_1,lonely_6_1,lonely_7_1,lonely_8_1,lonely_9_1,lonely_10_1,lonely_11_1,lonely_12_1,lonely_13_1,lonely_14_1,lonely_15_1,selsa_rom_1,selsa_fam_1,selsa_soc_1,SelfEff_exercise_1_1,SelfEff_exercise_2_1,SelfEff_exercise_3_1,SelfEff_exercise_4_1,SelfEff_exercise_5_1,SelfEff_exercise_6_1,SelfEff_exercise_7_1,SelfEff_exercise_8_1,SelfEff_exercise_9_1,SelfEff_exercise_10_1,SelfEff_exercise_11_1,SelfEff_exercise_12_1,SelfEff_exercise_13_1,SelfEff_exercise_14_1,SelfEff_exercise_15_1,SelfEff_exercise_16_1,SelfEff_exercise_17_1,SelfEff_exercise_18_1,SelfEff_exercise_scale_1,SelfEff_diet_1_1,SelfEff_diet_2_1,SelfEff_diet_3_1,SelfEff_diet_4_1,SelfEff_diet_5_1,SelfEff_diet_6_1,SelfEff_diet_7_1,SelfEff_diet_8_1,SelfEff_diet_9_1,SelfEff_diet_10_1,SelfEff_diet_11_1,SelfEff_diet_12_1,SelfEff_diet_13_1,SelfEff_diet_14_1,SelfEff_diet_15_1,SelfEff_diet_16_1,SelfEff_diet_17_1,SelfEff_diet_18_1,SelfEff_diet_19_1,SelfEff_diet_20_1,SelfEff_diet_21_1,SelfEff_diet_22_1,SelfEff_diet_23_1,SelfEff_diet_24_1,SelfEff_diet_25_1,SelfEff_diet_26_1,SelfEff_diet_27_1,SelfEff_diet_28_1,SelfEff_diet_29_1,SelfEff_diet_scale_1,SelfReg_1_1,SelfReg_3_1,SelfReg_4_1,SelfReg_5_1,SelfReg_6_1,SelfReg_7_1,SelfReg_8_1,SelfReg_9_1,SelfReg_10_1,SelfReg_11_1,SelfReg_12_1,SelfReg_13_1,selfreg_scale_1
24898,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,30.0,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.6666667,Very true,Not at all true,Very true,Very true,6,Somewhat true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,6.25,6.75,7.0,12.5,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,0.66744685,4.6439152,-0.77364522,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,98.333336,100.0,80.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.896553,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666
74413,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,45.0,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,2.8333333,Not at all true,Not at all true,Very true,Not at all true,Somewhat true,Not at all true,Not at all true,Very true,3,6,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,1.0,1.0,5.25,6.75,15.75,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.93280584,-0.66439384,-0.79013675,100.0,100.0,100.0,70.0,100.0,100.0,100.0,88.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,97.0,100.0,91.944443,100.0,100.0,34.0,100.0,48.0,62.0,100.0,100.0,100.0,100.0,100.0,69.0,75.0,100.0,100.0,100.0,55.0,57.0,54.0,43.0,54.0,73.0,50.0,100.0,100.0,55.0,55.0,100.0,100.0,78.758621,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1.5
38824,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.6666667,Very true,Not at all true,Very true,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Somewhat true,Not at all true,Very true,Very true,1.0,3.25,7.0,7.0,15.75,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.09420757,-0.51736295,-0.51456982,92.0,73.0,91.0,48.0,48.0,46.0,90.0,89.0,47.0,89.0,48.0,57.0,46.0,99.0,48.0,34.0,,,65.3125,,49.0,43.0,40.0,42.0,46.0,100.0,44.0,37.0,38.0,37.0,36.0,34.0,33.0,36.0,32.0,30.0,29.0,29.0,33.0,29.0,29.0,29.0,29.0,56.0,27.0,26.0,100.0,31.0,40.142857,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,2.4166667
51723,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,39.0,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,2.5,Very true,Somewhat true,Very true,Somewhat true,Very true,3,3,Very true,6,5,Not at all true,6,Very true,2,Very true,Very true,2.5,5.25,6.5,6.5,9.25,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,0.03385793,0.58077127,0.59126556,83.0,39.0,83.0,37.0,98.0,97.0,97.0,95.0,76.0,96.0,28.0,52.0,69.0,100.0,100.0,100.0,56.0,100.0,78.111115,50.0,72.0,11.0,88.0,96.0,100.0,75.0,55.0,97.0,80.0,62.0,54.0,75.0,82.0,91.0,98.0,98.0,70.0,64.0,49.0,58.0,56.0,59.0,100.0,100.0,71.0,49.0,99.0,72.0,73.482758,Neutral,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,1.8333334
79352,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,36.0,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.8333333,3,Not at all true,Somewhat true,Not at all true,2,2,2,3,Somewhat true,Somewhat true,3,3,Somewhat true,3,Somewhat true,3,2.25,2.5,3.0,3.75,3.5,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.38930446,-0.69882745,-0.31914026,16.0,23.0,50.0,32.0,60.0,59.0,49.0,32.0,12.0,58.0,24.0,22.0,14.0,58.0,56.0,50.0,11.0,44.0,37.222221,22.0,18.0,26.0,30.0,35.0,42.0,70.0,20.0,21.0,52.0,10.0,50.0,36.0,3.0,62.0,28.0,32.0,16.0,16.0,3.0,4.0,5.0,7.0,23.0,84.0,66.0,30.0,73.0,40.0,31.862068,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,1.8333334
30814,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,46.0,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,3.5,6,Not at all true,6,6,Somewhat true,Not at all true,Not at all true,Somewhat true,Very true,6,Somewhat true,Not at all true,6,Somewhat true,6,6,2.5,4.75,4.5,5.5,5.75,,,,,,,,,,,,,,,,,,,44.0,59.0,96.0,44.0,55.0,72.0,69.0,74.0,73.0,55.0,33.0,29.0,66.0,57.0,91.0,75.0,44.0,49.0,60.277779,53.0,31.0,18.0,21.0,60.0,79.0,83.0,32.0,54.0,57.0,52.0,51.0,52.0,15.0,24.0,18.0,33.0,29.0,55.0,50.0,28.0,23.0,28.0,40.0,35.0,49.0,58.0,50.0,40.0,42.0,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,2.75
90502,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,48.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,5,Not at all true,Very true,3,5,2,Not at all true,Very true,Very true,Very true,Not at all true,6,5,Not at all true,6,5,1.0,3.75,5.75,6.75,13.5,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,-1.6540236,0.99562454,-0.22785722,76.0,86.0,84.0,64.0,85.0,85.0,84.0,68.0,55.0,82.0,86.0,87.0,87.0,90.0,87.0,41.0,81.0,88.0,78.666664,79.0,76.0,38.0,77.0,36.0,80.0,83.0,84.0,85.0,36.0,35.0,27.0,33.0,33.0,34.0,35.0,39.0,40.0,31.0,28.0,96.0,30.0,37.0,80.0,84.0,87.0,20.0,83.0,16.0,53.172413,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,2.8333333
94456,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,44.0,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,1.6666666,Somewhat true,2,2,5,5,Somewhat true,2,3,5,5,3,3,6,Somewhat true,6,Very true,2.75,4.75,5.0,4.0,2.75,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.92607892,0.39278445,0.86396563,32.0,29.0,74.0,66.0,96.0,81.0,78.0,90.0,62.0,52.0,68.0,56.0,62.0,64.0,63.0,63.0,62.0,65.0,64.611115,3.0,8.0,5.0,11.0,64.0,61.0,54.0,53.0,16.0,30.0,20.0,30.0,22.0,31.0,28.0,19.0,25.0,22.0,13.0,24.0,20.0,26.0,18.0,23.0,28.0,31.0,10.0,22.0,13.0,25.172413,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,3.4166667
70661,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,45.0,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.3333333,Very true,Not at all true,Very true,Somewhat true,Very true,2,Not at all true,Very true,Very true,Very true,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,1.0,3.5,7.0,7.0,15.5,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,-0.0044412515,-0.43806285,-0.81198412,81.0,92.0,70.0,71.0,81.0,91.0,77.0,82.0,81.0,98.0,95.0,81.0,98.0,97.0,98.0,83.0,85.0,86.0,85.944443,100.0,99.0,78.0,99.0,79.0,79.0,58.0,56.0,99.0,47.0,39.0,40.0,98.0,91.0,55.0,51.0,51.0,53.0,50.0,45.0,100.0,48.0,47.0,96.0,96.0,97.0,92.0,53.0,51.0,70.586205,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,,Neutral,,,,Strongly Agree,1.75
50976,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,32.0,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,2.3333333,Very true,2,5,Somewhat true,Very true,Very true,Not at all true,5,5,5,2,6,Very true,2,Very true,Very true,1.75,6.25,6.25,5.5,7.5,,,,,,,,,,,,,,,,,,,50.0,83.0,83.0,28.0,28.0,70.0,74.0,21.0,18.0,94.0,90.0,90.0,34.0,77.0,85.0,19.0,7.0,89.0,57.777779,83.0,69.0,43.0,41.0,61.0,61.0,41.0,86.0,78.0,33.0,47.0,78.0,42.0,50.0,79.0,16.0,58.0,55.0,67.0,58.0,69.0,6.0,60.0,82.0,82.0,67.0,46.0,90.0,56.0,58.758621,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.0833333
55533,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,44.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,3.5,Very true,2,Very true,Somewhat true,Somewhat true,2,2,6,6,6,2,6,Somewhat true,2,6,6,2.0,4.25,5.5,6.25,9.75,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,-1.478963,-0.53344405,1.3610537,99.0,85.0,64.0,47.0,47.0,46.0,63.0,67.0,22.0,41.0,48.0,39.0,50.0,50.0,51.0,30.0,50.0,41.0,52.222221,99.0,74.0,30.0,42.0,44.0,44.0,44.0,62.0,32.0,55.0,54.0,52.0,48.0,46.0,49.0,10.0,19.0,32.0,29.0,43.0,38.0,62.0,18.0,48.0,40.0,92.0,18.0,93.0,50.0,47.137932,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.5833334
12156,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,44.0,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,2.1666667,5,2,Very true,Somewhat true,5,2,2,Very true,6,6,2,5,5,2,6,6,2.0,4.0,5.5,6.5,10.5,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,-1.2096401,-0.40135741,0.2838107,67.0,100.0,100.0,51.0,100.0,100.0,100.0,53.0,54.0,100.0,48.0,32.0,35.0,100.0,100.0,62.0,85.0,76.0,75.722221,66.0,98.0,61.0,29.0,58.0,100.0,100.0,21.0,42.0,68.0,100.0,64.0,100.0,21.0,100.0,78.0,100.0,30.0,78.0,100.0,58.0,62.0,62.0,27.0,96.0,41.0,39.0,99.0,69.0,67.827583,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,1.6666666
76485,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,36.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,6,Not at all true,6,Somewhat true,6,Not at all true,Not at all true,Very true,Very true,5,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,4.5,6.75,6.25,12.75,,,,,,,,,,,,,,,,,,,100.0,70.0,100.0,40.0,77.0,100.0,100.0,100.0,100.0,52.0,35.0,64.0,43.0,100.0,100.0,40.0,38.0,100.0,75.5,78.0,35.0,15.0,99.0,56.0,57.0,100.0,64.0,100.0,74.0,41.0,34.0,55.0,41.0,66.0,21.0,55.0,36.0,100.0,54.0,100.0,46.0,23.0,100.0,66.0,29.0,74.0,100.0,80.0,62.034481,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,1.9166666
33239,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,47.0,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,3.5,5,Not at all true,Somewhat true,2,Somewhat true,2,Not at all true,3,Somewhat true,3,Not at all true,Somewhat true,5,Not at all true,5,6,1.0,3.5,4.5,3.75,6.5,,,,,,,,,,,,,,,,,,,50.0,38.0,81.0,21.0,42.0,28.0,50.0,23.0,9.0,40.0,28.0,9.0,53.0,44.0,25.0,26.0,15.0,52.0,35.222221,81.0,81.0,52.0,91.0,70.0,,95.0,95.0,70.0,70.0,57.0,72.0,98.0,42.0,62.0,69.0,77.0,42.0,54.0,43.0,,54.0,31.0,64.0,72.0,39.0,54.0,46.0,53.0,64.222221,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,2.5833333
72570,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,36.0,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,3.0,Not at all true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Somewhat true,Somewhat true,Not at all true,Not at all true,Somewhat true,Not at all true,Not at all true,Not at all true,Not at all true,1.0,1.0,4.0,1.75,4.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,0.85695899,-1.3313003,2.2003994,1.0,30.0,1.0,20.0,20.0,1.0,40.0,20.0,1.0,1.0,1.0,1.0,2.0,50.0,2.0,1.0,1.0,2.0,10.833333,1.0,1.0,0.0,2.0,2.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,100.0,50.0,1.0,100.0,1.0,30.0,1.0,90.0,90.0,21.103449,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,2.9166667
67574,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,35.0,Disagree,Agree,Agree,Agree,Agree,Agree,2.6666667,5,2,3,5,6,3,3,Very true,Very true,6,2,5,6,2,6,6,2.25,4.75,6.0,5.5,7.75,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,0.20056798,-0.92588902,1.8612039,100.0,100.0,100.0,18.0,100.0,100.0,100.0,15.0,12.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.0,80.611115,41.0,4.0,2.0,9.0,35.0,47.0,71.0,3.0,3.0,4.0,4.0,21.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,6.0,32.0,59.0,13.0,8.0,66.0,66.0,11.0,69.0,11.0,21.344828,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,2.0
42231,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,43.0,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,3.5,Somewhat true,2,Very true,Not at all true,5,Not at all true,Not at all true,Very true,Very true,5,2,5,Somewhat true,2,6,Very true,1.75,2.5,6.0,6.25,12.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.76511759,-0.19835509,-0.41698092,100.0,100.0,100.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,20.0,70.0,100.0,100.0,100.0,40.0,25.0,100.0,75.277779,100.0,30.0,71.0,29.0,82.0,100.0,100.0,72.0,28.0,54.0,28.0,28.0,89.0,54.0,100.0,81.0,81.0,25.0,25.0,100.0,100.0,41.0,41.0,62.0,100.0,79.0,79.0,100.0,100.0,68.241379,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,2.0
44639,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,46.0,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,3.8333333,Not at all true,Not at all true,6,5,5,Not at all true,Not at all true,5,6,5,Not at all true,5,Not at all true,Not at all true,5,Very true,1.0,2.0,5.75,5.25,12.25,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,-0.16929913,-0.17470685,-0.89409071,83.0,52.0,71.0,32.0,73.0,41.0,70.0,22.0,40.0,68.0,61.0,49.0,68.0,73.0,76.0,37.0,37.0,82.0,57.5,90.0,92.0,17.0,43.0,43.0,87.0,81.0,84.0,26.0,89.0,49.0,24.0,56.0,28.0,28.0,32.0,87.0,27.0,87.0,89.0,93.0,86.0,21.0,68.0,70.0,81.0,84.0,86.0,89.0,63.344826,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.3333334
64072,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.0,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667,Somewhat true,Not at all true,5,Somewhat true,3,Somewhat true,Not at all true,Somewhat true,5,5,Not at all true,Somewhat true,6,Not at all true,Somewhat true,6,1.0,4.5,4.5,4.5,7.0,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,0.23362188,2.0447192,-1.2573366,12.0,30.0,17.0,9.0,82.0,63.0,62.0,13.0,56.0,85.0,6.0,76.0,79.0,81.0,94.0,62.0,73.0,100.0,55.555557,98.0,98.0,63.0,86.0,79.0,98.0,98.0,55.0,49.0,89.0,96.0,34.0,65.0,2.0,81.0,55.0,70.0,22.0,80.0,92.0,82.0,1.0,20.0,86.0,92.0,96.0,52.0,100.0,95.0,70.137932,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.6666666
84960,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,44.0,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.0,Somewhat true,Not at all true,5,2,3,3,Not at all true,5,5,2,2,5,5,2,6,6,1.5,3.5,4.75,4.5,7.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,1.1336504,1.9668975,0.2769236,61.0,30.0,31.0,30.0,99.0,100.0,98.0,99.0,45.0,67.0,19.0,14.0,11.0,31.0,58.0,12.0,18.0,99.0,51.222221,43.0,44.0,73.0,13.0,72.0,77.0,48.0,84.0,42.0,77.0,57.0,76.0,76.0,79.0,50.0,83.0,17.0,61.0,64.0,50.0,73.0,54.0,58.0,62.0,46.0,67.0,83.0,47.0,67.0,60.103447,Agree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,2.5
43809,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,41.0,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,3.0,5,3,6,3,5,Somewhat true,2,6,6,6,2,5,5,3,Very true,Very true,2.5,4.25,5.75,6.25,9.0,,,,,,,,,,,,,,,,,,,32.0,18.0,47.0,50.0,63.0,23.0,23.0,44.0,28.0,36.0,27.0,9.0,13.0,19.0,11.0,33.0,14.0,37.0,29.277779,32.0,40.0,11.0,29.0,60.0,56.0,58.0,16.0,25.0,14.0,27.0,7.0,39.0,27.0,12.0,24.0,23.0,29.0,34.0,17.0,65.0,14.0,49.0,38.0,20.0,59.0,19.0,99.0,35.0,33.724136,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,2.25
